Local Time,Measurement,Size (nm),Voltage (V),Sheath Flow,Flowmeter Flow,Corona HV (V)
2025 05 12 07 28 00 +0000, 247 488 28.164526 1 0,50.0,0.3293444444444445,13.98,13.98,4800.0
2025 05 12 07 28 06 +0000, 238 472 27.240734 1 0,50.0,0.3293444444444445,14.1,14.1,4800.0
2025 05 12 07 28 12 +0000, 244 482 27.818113 1 0,50.0,0.3293444444444445,13.92,13.92,4800.0
2025 05 12 07 28 18 +0000, 254 500 28.857393 1 0,50.0,0.3293444444444445,14.3,14.3,4800.0
2025 05 12 07 28 24 +0000, 247 492 28.395414 1 0,50.0,0.3293444444444445,14.21,14.21,4800.0
2025 05 12 07 28 30 +0000, 233 465 26.836554 1 0,50.0,0.3293444444444445,14.1,14.1,4800.0
2025 05 12 07 28 36 +0000, 226 448 25.855131 1 0,50.0,0.3293444444444445,13.93,13.93,4800.0
2025 05 12 07 28 42 +0000, 225 446 25.739666 1 0,50.0,0.3293444444444445,13.83,13.83,4800.0
2025 05 12 07 28 49 +0000, 235 466 26.894329 1 0,50.0,0.3293444444444445,14.09,14.09,4800.0
2025 05 12 07 28 55 +0000, 211 418 24.123199 1 0,50.0,0.3293444444444445,14.17,14.17,4800.0
2025 05 12 07 29 01 +0000, 231 454 26.201580 1 0,50.0,0.3293444444444445,14.09,14.09,4800.0
2025 05 12 07 29 07 +0000, 247 491 28.337692 1 0,50.0,0.3293444444444445,14.07,14.07,4800.0
2025 05 12 07 29 13 +0000, 220 440 25.393223 1 0,50.0,0.3293444444444445,14.17,14.17,4800.0
2025 05 12 07 29 19 +0000, 250 498 28.741833 1 0,50.0,0.3293444444444445,14.09,14.09,4800.0
2025 05 12 07 29 25 +0000, 248 491 28.337721 1 0,50.0,0.3293444444444445,13.94,13.94,4800.0
2025 05 12 07 29 31 +0000, 233 460 26.547953 1 0,50.0,0.3293444444444445,14.02,14.02,4800.0
2025 05 12 07 29 37 +0000, 229 453 26.143808 1 0,50.0,0.3293444444444445,13.81,13.81,4800.0
2025 05 12 07 29 43 +0000, 224 447 25.797361 1 0,50.0,0.3293444444444445,14.07,14.07,4800.0
2025 05 12 07 29 50 +0000, 221 436 25.162374 1 0,50.0,0.3293444444444445,13.76,13.76,4800.0
2025 05 12 07 29 56 +0000, 214 423 24.411861 1 0,50.0,0.3293444444444445,13.64,13.64,4800.0
2025 05 12 07 30 02 +0000, 213 420 24.238684 1 0,50.0,0.3293444444444445,14.12,14.12,4800.0
2025 05 12 07 30 08 +0000, 232 457 26.374765 1 0,50.0,0.3293444444444445,14.11,14.11,4800.0
2025 05 12 07 30 14 +0000, 205 407 23.488167 1 0,50.0,0.3293444444444445,14.12,14.12,4800.0
2025 05 12 07 30 20 +0000, 221 437 25.220093 1 0,50.0,0.3293444444444445,14.13,14.13,4800.0
2025 05 12 07 30 26 +0000, 226 446 25.739693 1 0,50.0,0.3293444444444445,13.67,13.67,4800.0
2025 05 12 07 30 32 +0000, 233 461 26.605673 1 0,50.0,0.3293444444444445,13.8,13.8,4800.0
2025 05 12 07 30 38 +0000, 242 479 27.644892 1 0,50.0,0.3293444444444445,14.01,14.01,4800.0
2025 05 12 07 30 44 +0000, 227 448 25.855156 1 0,50.0,0.3293444444444445,14.2,14.2,4800.0
2025 05 12 07 30 51 +0000, 224 445 25.681921 1 0,50.0,0.3293444444444445,13.94,13.94,4800.0
2025 05 12 07 30 57 +0000, 225 445 25.681948 1 0,50.0,0.3293444444444445,14.03,14.03,4800.0
2025 05 12 07 31 03 +0000, 229 455 26.259247 1 0,50.0,0.3293444444444445,13.82,13.82,4800.0
2025 05 12 07 31 09 +0000, 247 491 28.337692 1 0,50.0,0.3293444444444445,14.17,14.17,4800.0
2025 05 12 07 31 15 +0000, 211 416 24.007765 1 0,50.0,0.3293444444444445,14.02,14.02,4800.0
2025 05 12 07 31 21 +0000, 246 487 28.106777 1 0,50.0,0.3293444444444445,14.06,14.06,4800.0
2025 05 12 07 31 27 +0000, 232 460 26.547926 1 0,50.0,0.3293444444444445,14.12,14.12,4800.0
2025 05 12 07 31 33 +0000, 218 435 25.104580 1 0,50.0,0.3293444444444445,14.07,14.07,4800.0
2025 05 12 07 31 39 +0000, 216 435 25.104530 1 0,50.0,0.3293444444444445,14.22,14.22,4800.0
2025 05 12 07 31 45 +0000, 223 444 25.624176 1 0,50.0,0.3293444444444445,13.9,13.9,4800.0
2025 05 12 07 31 51 +0000, 238 476 27.471619 1 0,50.0,0.3293444444444445,13.82,13.82,4800.0
2025 05 12 07 31 58 +0000, 260 514 29.665693 1 0,50.0,0.3293444444444445,14.09,14.09,4800.0
2025 05 12 07 32 04 +0000, 219 431 24.873730 1 0,50.0,0.3293444444444445,14.07,14.07,4800.0
2025 05 12 07 32 10 +0000, 230 455 26.259274 1 0,50.0,0.3293444444444445,13.99,13.99,4800.0
2025 05 12 07 32 16 +0000, 227 449 25.912876 1 0,50.0,0.3293444444444445,14.1,14.1,4800.0
2025 05 12 07 32 22 +0000, 208 408 23.545954 1 0,50.0,0.3293444444444445,14.13,14.13,4800.0
2025 05 12 07 32 28 +0000, 210 415 23.950022 1 0,50.0,0.3293444444444445,14.14,14.14,4800.0
2025 05 12 07 32 34 +0000, 230 455 26.259274 1 0,50.0,0.3293444444444445,13.92,13.92,4800.0
2025 05 12 07 32 40 +0000, 224 446 25.739639 1 0,50.0,0.3293444444444445,14.18,14.18,4800.0
2025 05 12 07 32 46 +0000, 235 464 26.778889 1 0,50.0,0.3293444444444445,13.91,13.91,4800.0
2025 05 12 07 32 53 +0000, 232 458 26.432486 1 0,50.0,0.3293444444444445,14.04,14.04,4800.0
2025 05 12 07 32 59 +0000, 244 486 28.048998 1 0,50.0,0.3293444444444445,13.61,13.61,4800.0
2025 05 12 07 33 05 +0000, 202 399 23.026363 1 0,50.0,0.3293444444444445,14.2,14.2,4800.0
2025 05 12 07 33 11 +0000, 246 486 28.049053 1 0,50.0,0.3293444444444445,13.75,13.75,4800.0
2025 05 12 07 33 17 +0000, 210 416 24.007740 1 0,50.0,0.3293444444444445,14.05,14.05,4800.0
2025 05 12 07 33 23 +0000, 215 425 24.527323 1 0,50.0,0.3293444444444445,14.09,14.09,4800.0
2025 05 12 07 33 29 +0000, 213 422 24.354120 1 0,50.0,0.3293444444444445,14.08,14.08,4800.0
2025 05 12 07 33 35 +0000, 216 427 24.642782 1 0,50.0,0.3293444444444445,14.14,14.14,4800.0
2025 05 12 07 33 41 +0000, 244 482 27.818113 1 0,50.0,0.3293444444444445,14.09,14.09,4800.0
2025 05 12 07 33 47 +0000, 212 419 24.180943 1 0,50.0,0.3293444444444445,13.89,13.89,4800.0
2025 05 12 07 33 54 +0000, 217 426 24.585091 1 0,50.0,0.3293444444444445,13.88,13.88,4800.0
2025 05 12 07 34 00 +0000, 242 480 27.702612 1 0,50.0,0.3293444444444445,14.08,14.08,4800.0
2025 05 12 07 34 06 +0000, 227 448 25.855156 1 0,50.0,0.3293444444444445,13.97,13.97,4800.0
2025 05 12 07 34 12 +0000, 243 481 27.760363 1 0,50.0,0.3293444444444445,13.91,13.91,4800.0
2025 05 12 07 34 18 +0000, 246 485 27.991333 1 0,50.0,0.3293444444444445,14.32,14.32,4800.0
2025 05 12 07 34 24 +0000, 225 444 25.624229 1 0,50.0,0.3293444444444445,14.2,14.2,4800.0
2025 05 12 07 34 30 +0000, 229 454 26.201527 1 0,50.0,0.3293444444444445,14.07,14.07,4800.0
2025 05 12 07 34 36 +0000, 237 469 27.067545 1 0,50.0,0.3293444444444445,13.76,13.76,4800.0
2025 05 12 07 34 42 +0000, 233 461 26.605673 1 0,50.0,0.3293444444444445,14.1,14.1,4800.0
2025 05 12 07 34 48 +0000, 228 452 26.086060 1 0,50.0,0.3293444444444445,14.12,14.12,4800.0
2025 05 12 07 34 54 +0000, 228 450 25.970623 1 0,50.0,0.3293444444444445,14.04,14.04,4800.0
2025 05 12 07 35 01 +0000, 242 478 27.587172 1 0,50.0,0.3293444444444445,13.84,13.84,4800.0
2025 05 12 07 35 07 +0000, 243 479 27.644920 1 0,50.0,0.3293444444444445,13.83,13.83,4800.0
2025 05 12 07 35 13 +0000, 236 469 27.067516 1 0,50.0,0.3293444444444445,14.08,14.08,4800.0
2025 05 12 07 35 19 +0000, 228 453 26.143782 1 0,50.0,0.3293444444444445,14.27,14.27,4800.0
2025 05 12 07 35 25 +0000, 240 474 27.356232 1 0,50.0,0.3293444444444445,14.22,14.22,4800.0
2025 05 12 07 35 31 +0000, 235 466 26.894329 1 0,50.0,0.3293444444444445,14.14,14.14,4800.0
2025 05 12 07 35 37 +0000, 257 505 29.146095 1 0,50.0,0.3293444444444445,14.01,14.01,4800.0
2025 05 12 07 35 43 +0000, 228 451 26.028341 1 0,50.0,0.3293444444444445,13.97,13.97,4800.0
2025 05 12 07 35 49 +0000, 237 468 27.009823 1 0,50.0,0.3293444444444445,13.67,13.67,4800.0
2025 05 12 07 35 55 +0000, 233 458 26.432512 1 0,50.0,0.3293444444444445,13.73,13.73,4800.0
2025 05 12 07 36 02 +0000, 241 474 27.356256 1 0,50.0,0.3293444444444445,14.03,14.03,4800.0
2025 05 12 07 36 08 +0000, 231 457 26.374741 1 0,50.0,0.3293444444444445,13.77,13.77,4800.0
2025 05 12 07 36 14 +0000, 240 473 27.298510 1 0,50.0,0.3293444444444445,14.03,14.03,4800.0
2025 05 12 07 36 20 +0000, 228 451 26.028341 1 0,50.0,0.3293444444444445,14.1,14.1,4800.0
2025 05 12 07 36 26 +0000, 245 488 28.164469 1 0,50.0,0.3293444444444445,14.15,14.15,4800.0
2025 05 12 07 36 32 +0000, 237 470 27.125265 1 0,50.0,0.3293444444444445,13.98,13.98,4800.0
2025 05 12 07 36 38 +0000, 210 417 24.065458 1 0,50.0,0.3293444444444445,14.2,14.2,4800.0
2025 05 12 07 36 44 +0000, 239 475 27.413925 1 0,50.0,0.3293444444444445,14.06,14.06,4800.0
2025 05 12 07 36 50 +0000, 238 471 27.183012 1 0,50.0,0.3293444444444445,14.1,14.1,4800.0
2025 05 12 07 36 59 +0000, 246 486 28.049053 1 0,100.0,0.6826,13.99,13.99,4800.0
2025 05 12 07 37 05 +0000, 272 536 30.935989 1 0,100.0,0.6826,14.25,14.25,4800.0
2025 05 12 07 37 11 +0000, 268 528 30.474070 1 0,100.0,0.6826,14.07,14.07,4800.0
2025 05 12 07 37 17 +0000, 264 523 30.185328 1 0,100.0,0.6826,14.21,14.21,4800.0
2025 05 12 07 37 23 +0000, 265 524 30.243082 1 0,100.0,0.6826,14.16,14.16,4800.0
2025 05 12 07 37 29 +0000, 273 537 30.993746 1 0,100.0,0.6826,13.85,13.85,4800.0
2025 05 12 07 37 35 +0000, 275 541 31.224709 1 0,100.0,0.6826,13.83,13.83,4800.0
2025 05 12 07 37 41 +0000, 270 531 30.647305 1 0,100.0,0.6826,13.83,13.83,4800.0
2025 05 12 07 37 47 +0000, 258 509 29.377020 1 0,100.0,0.6826,14.19,14.19,4800.0
2025 05 12 07 37 54 +0000, 275 543 31.340160 1 0,100.0,0.6826,14.08,14.08,4800.0
2025 05 12 07 38 00 +0000, 263 510 29.434887 1 0,100.0,0.6826,14.15,14.15,4800.0
2025 05 12 07 38 06 +0000, 285 559 32.264091 1 0,100.0,0.6826,14.14,14.14,4800.0
2025 05 12 07 38 12 +0000, 277 541 31.224771 1 0,100.0,0.6826,13.8,13.8,4800.0
2025 05 12 07 38 18 +0000, 265 525 30.300806 1 0,100.0,0.6826,14.21,14.21,4800.0
2025 05 12 07 38 24 +0000, 256 505 29.146067 1 0,100.0,0.6826,14.17,14.17,4800.0
2025 05 12 07 38 30 +0000, 262 517 29.838924 1 0,100.0,0.6826,13.84,13.84,4800.0
2025 05 12 07 38 36 +0000, 240 474 27.356232 1 0,100.0,0.6826,13.97,13.97,4800.0
2025 05 12 07 38 42 +0000, 261 514 29.665724 1 0,100.0,0.6826,14.22,14.22,4800.0
2025 05 12 07 38 48 +0000, 288 564 32.552822 1 0,100.0,0.6826,13.95,13.95,4800.0
2025 05 12 07 38 55 +0000, 255 501 28.915146 1 0,100.0,0.6826,14.01,14.01,4800.0
2025 05 12 07 39 01 +0000, 284 559 32.264061 1 0,100.0,0.6826,13.78,13.78,4800.0
2025 05 12 07 39 07 +0000, 266 524 30.243113 1 0,100.0,0.6826,13.91,13.91,4800.0
2025 05 12 07 39 13 +0000, 282 555 32.033089 1 0,100.0,0.6826,13.73,13.73,4800.0
2025 05 12 07 39 19 +0000, 264 522 30.127604 1 0,100.0,0.6826,14.06,14.06,4800.0
2025 05 12 07 39 25 +0000, 302 591 34.111931 1 0,100.0,0.6826,13.89,13.89,4800.0
2025 05 12 07 39 31 +0000, 264 519 29.954432 1 0,100.0,0.6826,13.97,13.97,4800.0
2025 05 12 07 39 37 +0000, 271 535 30.878235 1 0,100.0,0.6826,13.62,13.62,4800.0
2025 05 12 07 39 43 +0000, 290 570 32.899246 1 0,100.0,0.6826,14.02,14.02,4800.0
2025 05 12 07 39 49 +0000, 264 518 29.896708 1 0,100.0,0.6826,13.83,13.83,4800.0
2025 05 12 07 39 56 +0000, 270 531 30.647305 1 0,100.0,0.6826,13.73,13.73,4800.0
2025 05 12 07 40 02 +0000, 274 537 30.993778 1 0,100.0,0.6826,14.02,14.02,4800.0
2025 05 12 07 40 08 +0000, 283 557 32.148575 1 0,100.0,0.6826,13.95,13.95,4800.0
2025 05 12 07 40 14 +0000, 260 513 29.607969 1 0,100.0,0.6826,13.99,13.99,4800.0
2025 05 12 07 40 20 +0000, 272 534 30.820539 1 0,100.0,0.6826,14.19,14.19,4800.0
2025 05 12 07 40 26 +0000, 276 547 31.571095 1 0,100.0,0.6826,14.17,14.17,4800.0
2025 05 12 07 40 32 +0000, 261 515 29.723448 1 0,100.0,0.6826,14.15,14.15,4800.0
2025 05 12 07 40 38 +0000, 298 588 33.938610 1 0,100.0,0.6826,14.01,14.01,4800.0
2025 05 12 07 40 44 +0000, 280 552 31.859850 1 0,100.0,0.6826,13.89,13.89,4800.0
2025 05 12 07 40 50 +0000, 274 541 31.224678 1 0,100.0,0.6826,14.03,14.03,4800.0
2025 05 12 07 40 57 +0000, 257 504 29.088373 1 0,100.0,0.6826,14.05,14.05,4800.0
2025 05 12 07 41 03 +0000, 289 567 32.726036 1 0,100.0,0.6826,14.13,14.13,4800.0
2025 05 12 07 41 09 +0000, 281 552 31.859880 1 0,100.0,0.6826,13.85,13.85,4800.0
2025 05 12 07 41 15 +0000, 292 571 32.957043 1 0,100.0,0.6826,14.24,14.24,4800.0
2025 05 12 07 41 21 +0000, 283 555 32.033119 1 0,100.0,0.6826,14.1,14.1,4800.0
2025 05 12 07 41 27 +0000, 274 539 31.109226 1 0,100.0,0.6826,14.07,14.07,4800.0
2025 05 12 07 41 33 +0000, 277 543 31.340221 1 0,100.0,0.6826,14.04,14.04,4800.0
2025 05 12 07 41 39 +0000, 253 499 28.799643 1 0,100.0,0.6826,13.99,13.99,4800.0
2025 05 12 07 41 45 +0000, 288 567 32.726002 1 0,100.0,0.6826,14.08,14.08,4800.0
2025 05 12 07 41 51 +0000, 262 518 29.896648 1 0,100.0,0.6826,14.07,14.07,4800.0
2025 05 12 07 41 58 +0000, 280 553 31.917574 1 0,100.0,0.6826,14.06,14.06,4800.0
2025 05 12 07 42 04 +0000, 277 549 31.686575 1 0,100.0,0.6826,14.08,14.08,4800.0
2025 05 12 07 42 10 +0000, 266 525 30.300837 1 0,100.0,0.6826,13.96,13.96,4800.0
2025 05 12 07 42 16 +0000, 317 624 36.017529 1 0,100.0,0.6826,13.89,13.89,4800.0
2025 05 12 07 42 22 +0000, 266 525 30.300837 1 0,100.0,0.6826,14.2,14.2,4800.0
2025 05 12 07 42 28 +0000, 274 538 31.051502 1 0,100.0,0.6826,13.82,13.82,4800.0
2025 05 12 07 42 34 +0000, 285 558 32.206364 1 0,100.0,0.6826,14.29,14.29,4800.0
2025 05 12 07 42 40 +0000, 293 577 33.303440 1 0,100.0,0.6826,13.64,13.64,4800.0
2025 05 12 07 42 46 +0000, 288 569 32.841457 1 0,100.0,0.6826,14.14,14.14,4800.0
2025 05 12 07 42 52 +0000, 268 529 30.531794 1 0,100.0,0.6826,14.05,14.05,4800.0
2025 05 12 07 42 59 +0000, 261 513 29.608000 1 0,100.0,0.6826,14.09,14.09,4800.0
2025 05 12 07 43 05 +0000, 284 561 32.379513 1 0,100.0,0.6826,14.15,14.15,4800.0
2025 05 12 07 43 11 +0000, 282 557 32.148544 1 0,100.0,0.6826,14.13,14.13,4800.0
2025 05 12 07 43 17 +0000, 291 579 33.418827 1 0,100.0,0.6826,13.9,13.9,4800.0
2025 05 12 07 43 23 +0000, 282 554 31.975363 1 0,100.0,0.6826,14.02,14.02,4800.0
2025 05 12 07 43 29 +0000, 285 562 32.437271 1 0,100.0,0.6826,13.98,13.98,4800.0
2025 05 12 07 43 35 +0000, 316 623 35.959763 1 0,100.0,0.6826,14.01,14.01,4800.0
2025 05 12 07 43 41 +0000, 260 515 29.723417 1 0,100.0,0.6826,14.14,14.14,4800.0
2025 05 12 07 43 47 +0000, 282 556 32.090816 1 0,100.0,0.6826,14.11,14.11,4800.0
2025 05 12 07 43 53 +0000, 298 586 33.823158 1 0,100.0,0.6826,14.29,14.29,4800.0
2025 05 12 07 44 00 +0000, 272 535 30.878265 1 0,100.0,0.6826,13.97,13.97,4800.0
2025 05 12 07 44 06 +0000, 267 529 30.531765 1 0,100.0,0.6826,13.77,13.77,4800.0
2025 05 12 07 44 12 +0000, 290 570 32.899246 1 0,100.0,0.6826,13.98,13.98,4800.0
2025 05 12 07 44 18 +0000, 284 556 32.090881 1 0,100.0,0.6826,14.03,14.03,4800.0
2025 05 12 07 44 24 +0000, 281 555 32.033054 1 0,100.0,0.6826,14.07,14.07,4800.0
2025 05 12 07 44 30 +0000, 289 573 33.072395 1 0,100.0,0.6826,13.82,13.82,4800.0
2025 05 12 07 44 36 +0000, 285 558 32.206364 1 0,100.0,0.6826,14.17,14.17,4800.0
2025 05 12 07 44 42 +0000, 310 607 35.035873 1 0,100.0,0.6826,13.91,13.91,4800.0
2025 05 12 07 44 48 +0000, 274 543 31.340128 1 0,100.0,0.6826,13.82,13.82,4800.0
2025 05 12 07 44 54 +0000, 276 545 31.455643 1 0,100.0,0.6826,13.88,13.88,4800.0
2025 05 12 07 45 01 +0000, 261 518 29.896620 1 0,100.0,0.6826,14.26,14.26,4800.0
2025 05 12 07 45 07 +0000, 302 598 34.516033 1 0,100.0,0.6826,13.72,13.72,4800.0
2025 05 12 07 45 13 +0000, 277 550 31.744301 1 0,100.0,0.6826,14.21,14.21,4800.0
2025 05 12 07 45 19 +0000, 254 502 28.972837 1 0,100.0,0.6826,14.12,14.12,4800.0
2025 05 12 07 45 25 +0000, 296 583 33.649906 1 0,100.0,0.6826,14.03,14.03,4800.0
2025 05 12 07 45 31 +0000, 273 540 31.166922 1 0,100.0,0.6826,14.09,14.09,4800.0
2025 05 12 07 45 37 +0000, 277 548 31.628849 1 0,100.0,0.6826,14.17,14.17,4800.0
2025 05 12 07 45 43 +0000, 300 592 34.169594 1 0,100.0,0.6826,13.81,13.81,4800.0
2025 05 12 07 45 49 +0000, 296 587 33.880814 1 0,100.0,0.6826,13.72,13.72,4800.0
2025 05 12 07 45 55 +0000, 273 541 31.224646 1 0,100.0,0.6826,14.01,14.01,4800.0
2025 05 12 07 46 02 +0000, 292 572 33.014771 1 0,100.0,0.6826,13.83,13.83,4800.0
2025 05 12 07 46 08 +0000, 292 576 33.245678 1 0,100.0,0.6826,14.17,14.17,4800.0
2025 05 12 07 46 14 +0000, 282 557 32.148544 1 0,100.0,0.6826,13.88,13.88,4800.0
2025 05 12 07 46 20 +0000, 296 587 33.880814 1 0,100.0,0.6826,13.59,13.59,4800.0
2025 05 12 07 46 26 +0000, 308 608 35.093529 1 0,100.0,0.6826,13.93,13.93,4800.0
2025 05 12 07 46 32 +0000, 283 558 32.206299 1 0,100.0,0.6826,13.94,13.94,4800.0
2025 05 12 07 46 38 +0000, 296 584 33.707630 1 0,100.0,0.6826,13.92,13.92,4800.0
2025 05 12 07 46 44 +0000, 286 566 32.668209 1 0,100.0,0.6826,14.2,14.2,4800.0
2025 05 12 07 46 50 +0000, 303 595 34.342880 1 0,100.0,0.6826,13.84,13.84,4800.0
2025 05 12 07 46 56 +0000, 298 586 33.823158 1 0,100.0,0.6826,13.99,13.99,4800.0
2025 05 12 07 47 05 +0000, 266 523 30.185389 1 0,0.0,0.03434,13.96,13.96,4800.0
2025 05 12 07 47 11 +0000, 173 346 19.966852 1 0,0.0,0.03434,14.26,14.26,4800.0
2025 05 12 07 47 17 +0000, 81 159 9.174203 1 0,0.0,0.03434,13.89,13.89,4800.0
2025 05 12 07 47 23 +0000, 83 163 9.405029 1 0,0.0,0.03434,13.87,13.87,4800.0
2025 05 12 07 47 29 +0000, 80 157 9.058790 1 0,0.0,0.03434,14.08,14.08,4800.0
2025 05 12 07 47 35 +0000, 97 192 11.078560 1 0,0.0,0.03434,13.71,13.71,4800.0
2025 05 12 07 47 41 +0000, 89 176 10.155221 1 0,0.0,0.03434,14.29,14.29,4800.0
2025 05 12 07 47 47 +0000, 95 186 10.732316 1 0,0.0,0.03434,14.25,14.25,4800.0
2025 05 12 07 47 54 +0000, 91 179 10.328351 1 0,0.0,0.03434,13.96,13.96,4800.0
2025 05 12 07 48 00 +0000, 78 153 8.827966 1 0,0.0,0.03434,13.61,13.61,4800.0
2025 05 12 07 48 06 +0000, 72 143 8.250902 1 0,0.0,0.03434,13.92,13.92,4800.0
2025 05 12 07 48 12 +0000, 86 168 9.693570 1 0,0.0,0.03434,13.87,13.87,4800.0
2025 05 12 07 48 18 +0000, 80 158 9.116491 1 0,0.0,0.03434,13.76,13.76,4800.0
2025 05 12 07 48 24 +0000, 80 160 9.231895 1 0,0.0,0.03434,14.15,14.15,4800.0
2025 05 12 07 48 30 +0000, 82 162 9.347319 1 0,0.0,0.03434,14.15,14.15,4800.0
2025 05 12 07 48 36 +0000, 87 170 9.808985 1 0,0.0,0.03434,13.82,13.82,4800.0
2025 05 12 07 48 42 +0000, 88 173 9.982102 1 0,0.0,0.03434,13.98,13.98,4800.0
2025 05 12 07 48 48 +0000, 86 168 9.693570 1 0,0.0,0.03434,13.94,13.94,4800.0
2025 05 12 07 48 55 +0000, 82 162 9.347319 1 0,0.0,0.03434,14.18,14.18,4800.0
2025 05 12 07 49 01 +0000, 81 159 9.174203 1 0,0.0,0.03434,14.2,14.2,4800.0
2025 05 12 07 49 07 +0000, 96 189 10.905437 1 0,0.0,0.03434,13.89,13.89,4800.0
2025 05 12 07 49 13 +0000, 80 155 8.943386 1 0,0.0,0.03434,14.08,14.08,4800.0
2025 05 12 07 49 19 +0000, 94 183 10.559195 1 0,0.0,0.03434,14.14,14.14,4800.0
2025 05 12 07 49 25 +0000, 69 136 7.846973 1 0,0.0,0.03434,14.03,14.03,4800.0
2025 05 12 07 49 31 +0000, 90 178 10.270638 1 0,0.0,0.03434,13.88,13.88,4800.0
2025 05 12 07 49 37 +0000, 91 177 10.212945 1 0,0.0,0.03434,13.91,13.91,4800.0
2025 05 12 07 49 43 +0000, 84 166 9.578145 1 0,0.0,0.03434,13.68,13.68,4800.0
2025 05 12 07 49 49 +0000, 93 183 10.559184 1 0,0.0,0.03434,14.11,14.11,4800.0
2025 05 12 07 49 56 +0000, 83 162 9.347327 1 0,0.0,0.03434,13.81,13.81,4800.0
2025 05 12 07 50 02 +0000, 86 167 9.635867 1 0,0.0,0.03434,13.81,13.81,4800.0
2025 05 12 07 50 08 +0000, 79 155 8.943377 1 0,0.0,0.03434,14.24,14.24,4800.0
2025 05 12 07 50 14 +0000, 93 182 10.501481 1 0,0.0,0.03434,13.94,13.94,4800.0
2025 05 12 07 50 20 +0000, 91 179 10.328351 1 0,0.0,0.03434,14.12,14.12,4800.0
2025 05 12 07 50 26 +0000, 84 165 9.520443 1 0,0.0,0.03434,14.08,14.08,4800.0
2025 05 12 07 50 32 +0000, 94 183 10.559195 1 0,0.0,0.03434,13.69,13.69,4800.0
2025 05 12 07 50 38 +0000, 94 187 10.790009 1 0,0.0,0.03434,14.03,14.03,4800.0
2025 05 12 07 50 44 +0000, 94 185 10.674603 1 0,0.0,0.03434,14.04,14.04,4800.0
2025 05 12 07 50 50 +0000, 80 157 9.058790 1 0,0.0,0.03434,13.87,13.87,4800.0
2025 05 12 07 50 57 +0000, 94 185 10.674603 1 0,0.0,0.03434,13.76,13.76,4800.0
2025 05 12 07 51 03 +0000, 90 178 10.270638 1 0,0.0,0.03434,13.99,13.99,4800.0
2025 05 12 07 51 09 +0000, 74 146 8.424022 1 0,0.0,0.03434,14.05,14.05,4800.0
2025 05 12 07 51 15 +0000, 87 170 9.808985 1 0,0.0,0.03434,13.99,13.99,4800.0
2025 05 12 07 51 21 +0000, 91 180 10.386053 1 0,0.0,0.03434,14.01,14.01,4800.0
2025 05 12 07 51 27 +0000, 78 152 8.770264 1 0,0.0,0.03434,13.98,13.98,4800.0
2025 05 12 07 51 33 +0000, 80 158 9.116491 1 0,0.0,0.03434,14.07,14.07,4800.0
2025 05 12 07 51 39 +0000, 84 166 9.578145 1 0,0.0,0.03434,13.85,13.85,4800.0
2025 05 12 07 51 45 +0000, 75 148 8.539433 1 0,0.0,0.03434,14.18,14.18,4800.0
2025 05 12 07 51 51 +0000, 96 188 10.847734 1 0,0.0,0.03434,14.11,14.11,4800.0
2025 05 12 07 51 58 +0000, 86 168 9.693570 1 0,0.0,0.03434,13.91,13.91,4800.0
2025 05 12 07 52 04 +0000, 80 158 9.116491 1 0,0.0,0.03434,14.01,14.01,4800.0
2025 05 12 07 52 10 +0000, 86 168 9.693570 1 0,0.0,0.03434,13.85,13.85,4800.0
2025 05 12 07 52 16 +0000, 76 150 8.654843 1 0,0.0,0.03434,13.77,13.77,4800.0
2025 05 12 07 52 22 +0000, 96 187 10.790030 1 0,0.0,0.03434,13.95,13.95,4800.0
2025 05 12 07 52 28 +0000, 89 174 10.039816 1 0,0.0,0.03434,13.96,13.96,4800.0
2025 05 12 07 52 34 +0000, 83 162 9.347327 1 0,0.0,0.03434,14.07,14.07,4800.0
2025 05 12 07 52 40 +0000, 87 169 9.751282 1 0,0.0,0.03434,14.13,14.13,4800.0
2025 05 12 07 52 46 +0000, 96 188 10.847734 1 0,0.0,0.03434,14.13,14.13,4800.0
2025 05 12 07 52 52 +0000, 90 176 10.155231 1 0,0.0,0.03434,13.75,13.75,4800.0
2025 05 12 07 52 59 +0000, 93 183 10.559184 1 0,0.0,0.03434,13.95,13.95,4800.0
2025 05 12 07 53 05 +0000, 83 162 9.347327 1 0,0.0,0.03434,14.06,14.06,4800.0
2025 05 12 07 53 11 +0000, 97 191 11.020857 1 0,0.0,0.03434,13.99,13.99,4800.0
2025 05 12 07 53 17 +0000, 88 173 9.982102 1 0,0.0,0.03434,14.06,14.06,4800.0
2025 05 12 07 53 23 +0000, 95 185 10.674613 1 0,0.0,0.03434,13.72,13.72,4800.0
2025 05 12 07 53 29 +0000, 77 150 8.654852 1 0,0.0,0.03434,14.13,14.13,4800.0
2025 05 12 07 53 35 +0000, 77 153 8.827956 1 0,0.0,0.03434,14.03,14.03,4800.0
2025 05 12 07 53 41 +0000, 81 161 9.289606 1 0,0.0,0.03434,13.85,13.85,4800.0
2025 05 12 07 53 47 +0000, 70 137 7.904681 1 0,0.0,0.03434,14.13,14.13,4800.0
2025 05 12 07 53 53 +0000, 96 189 10.905437 1 0,0.0,0.03434,13.85,13.85,4800.0
2025 05 12 07 54 00 +0000, 80 158 9.116491 1 0,0.0,0.03434,14.07,14.07,4800.0
